concept,conceptuuid,conceptanswer,conceptansweruuid
Sitagliptin Strength,93a77494-4a97-4bd7-8bb1-560f0abd7c2d,100 mg,632a7ca9-6296-4a57-9875-1d2679dc4a60
Sitagliptin Strength,93a77494-4a97-4bd7-8bb1-560f0abd7c2d,400 mg,a437d78f-e5f3-4b96-9ed4-8b2b7e5a5a74
Sitagliptin Strength,93a77494-4a97-4bd7-8bb1-560f0abd7c2d,300 mg,f278101f-69f6-4c34-aca1-52b7af0daecd
Saxagliptin Strength,5016912d-5d2e-4bee-82f3-0c4f08fbd0b6,2.5 mg,4c184f2c-a390-4a64-a999-95aae33078ee
Saxagliptin Strength,5016912d-5d2e-4bee-82f3-0c4f08fbd0b6,10 mg,2a51c67b-2726-42d1-bf8b-0bbbe0a8da6c
Saxagliptin Strength,5016912d-5d2e-4bee-82f3-0c4f08fbd0b6,7.5 mg,010f90ef-b346-46fb-9f7b-63c98e5efd79
Saxagliptin Strength,5016912d-5d2e-4bee-82f3-0c4f08fbd0b6,5 mg,e6bf6a8e-3c1a-430f-8f09-a9ada7adaf3f
Saxagliptin Strength,5016912d-5d2e-4bee-82f3-0c4f08fbd0b6,20 mg,c7332542-ebac-41d1-baf4-e60089f5e46f
Saxagliptin Strength,5016912d-5d2e-4bee-82f3-0c4f08fbd0b6,40 mg,39efffa4-84ab-4551-9bd8-527d262ff469
Linagliptin Strength,6ad0f77b-6a81-4b68-987c-8e291c1e067a,10 mg,2a51c67b-2726-42d1-bf8b-0bbbe0a8da6c
Linagliptin Strength,6ad0f77b-6a81-4b68-987c-8e291c1e067a,20 mg,c7332542-ebac-41d1-baf4-e60089f5e46f
Linagliptin Strength,6ad0f77b-6a81-4b68-987c-8e291c1e067a,15 mg,cca549ff-e217-4cfd-a4b6-d045ef33972c
Linagliptin Strength,6ad0f77b-6a81-4b68-987c-8e291c1e067a,5 mg,e6bf6a8e-3c1a-430f-8f09-a9ada7adaf3f
Counselling points of diabetes enrolment,670d4217-bba4-4a2f-be76-ab387f688c8f,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Counselling points of diabetes enrolment,670d4217-bba4-4a2f-be76-ab387f688c8f,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Initial counselling done,ce040acc-8cb2-4d31-990d-ffc52d90949c,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Initial counselling done,ce040acc-8cb2-4d31-990d-ffc52d90949c,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Place of follow up,5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Subcenter OPD,352c714d-0a55-4e46-81ee-c14159dbb636
Place of follow up,5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Mobile clinic,b2802bbd-ebc7-4002-a8d8-c068f5eb22da
Place of follow up,5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Ganiyari Hospital,e9a08867-baca-43ea-85ac-34c06811190b
Place of follow up,5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Home,1a4f9d04-3dfd-4851-8dfa-62a83f6cf169
Place of follow up,5b570434-5ef2-4933-8dc7-0e809dbdc2fd,PSG Meeting,a9ed1d6e-fec3-4bc1-b9c6-946688f1e2cb
Place of follow up,5b570434-5ef2-4933-8dc7-0e809dbdc2fd,Followup not done,84c5f730-0152-4974-8105-ede182f82dae
Doing well?,e4721a46-8949-4268-bb29-8cf8a91b7599,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Doing well?,e4721a46-8949-4268-bb29-8cf8a91b7599,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Any new complaint,7b9129a5-b168-4afb-91f4-4eacefcb3a90,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Any new complaint,7b9129a5-b168-4afb-91f4-4eacefcb3a90,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,Nepropathy,7737167f-f770-4662-ba9d-e58c223ec796
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,Diabetic foot,28bfec4f-5a47-4a46-9f85-6e41f731eb40
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,Neuropathy,0425d34f-f8c2-4cab-bf1b-1fec69fd4e7f
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,Cardiomyopathy,914b2bc6-fc13-40e8-8376-f37c9740c036
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,Gastropathy,e17eab12-23fa-4514-a628-989074cf8ea0
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,HTN,b718b8ed-f794-430f-a9e9-f7296cfb054b
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,Retinopathy,6f051f8d-876e-4be4-8896-374f774381c6
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,TB,7943642f-c96f-4de6-a470-b9cb0b45feb0
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,Infection,e668ceed-92ee-4b2f-8714-72838f11264b
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,CVA (Stroke),5c0585f8-632d-4639-91f2-d08331ada0a9
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,MI,a7227284-3384-413c-b6a9-57c3bba2ec29
Diabetes existing complications,656a6817-b193-4964-8286-36b4abc1a05c,None,8b77f487-c885-4b54-8925-153733913b10
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Taking medicine from traditional healer,e377c779-96ff-4277-8e6f-a6370462847e
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Wrong timing,270e752f-71a8-4d9c-a71b-29d92ba3a869
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Not answered,ae021fdc-9767-4fae-9b17-410e7d32e218
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Wrong dose,92ea2630-f541-4080-a21d-d6d506b5afd3
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Forgotten to take medicines,07421483-1b84-49a4-8ea2-2c86474f2f45
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Patient dont want to continue medicines from JSS,146cc7de-d124-4e6f-9715-25553adef09f
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Wrong drug,3862f257-f4a9-480e-8c14-6bd9b1be1e6c
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Side effects of drug,8efb4e0c-2344-4947-a056-267b9f9499f8
Reasons for not taking medicines,455f8f23-7e78-45b1-97d2-b0a6bb048f3d,Taking medicine from govt/private hospital/dispensary,7dfb6b50-46ed-4de0-ba3b-ea4271c27fb2
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Diarrhoea,d4b0f920-e3d4-4ae5-9339-6d466f409c9b
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Swelling,21a6f265-7bcd-4fc6-a8c8-3bf363df0c83
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Weight gain,7d8cae17-b590-47e1-8b96-a78ad2bb1fa7
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Gas,62a01c4d-f5d7-4a04-ad2f-c53c4ef33fb2
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Itching,89bfc53e-c08f-4840-aac8-4ef07e0f5597
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,None,8b77f487-c885-4b54-8925-153733913b10
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Dizziness,2a29c737-9c73-46d5-8a15-32ea9eab7b58
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Vomitting,95f7244f-cbfc-4234-8530-cd102551d6b6
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Skin rash,01a6094e-6180-4aba-b254-41d1cb68d1fd
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Fatigue,30666d16-4520-4fe9-9478-b4c6f25200cb
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Shortness of breath,0808c90e-4a84-439a-b852-71506788e3fc
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Metal taste,f470e80d-854c-4893-97cb-968de6c5dc00
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Nausea,2e7bdc81-eb3c-4a31-a909-d02159c4ec76
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Loss of appettite,60ddd128-dbb9-470a-86e6-71b54228453a
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Tiredness,0c700710-b2fc-4c41-af31-9a711aa73e06
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Swelling in ankle,73dcfc64-3f62-4ca6-8f26-35ddce0e811d
side effects of drugs,b2591025-2991-4b02-a08d-65c617e4d95a,Swelling in legs,8342a5f6-9446-4eec-9803-d530c160622d
Complian (voided~68956),adf212d8-d497-4a48-95ee-093d8601ae54,Good,f28aa90b-d8ae-49d4-91dd-d89d229a80b5
Complian (voided~68956),adf212d8-d497-4a48-95ee-093d8601ae54,Poor,9e2ad15a-663b-4e52-b934-d5edf167f811
Taking medicine correctly?,122dc41e-4de9-47fd-8342-beb572cc1ab1,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Taking medicine correctly?,122dc41e-4de9-47fd-8342-beb572cc1ab1,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
"If not taking medicine correctly, why?",f9370248-89cc-4528-b41e-6a44bbb4708b,Wrong dose,92ea2630-f541-4080-a21d-d6d506b5afd3
"If not taking medicine correctly, why?",f9370248-89cc-4528-b41e-6a44bbb4708b,Wrong drug,3862f257-f4a9-480e-8c14-6bd9b1be1e6c
"If not taking medicine correctly, why?",f9370248-89cc-4528-b41e-6a44bbb4708b,Wrong timing,270e752f-71a8-4d9c-a71b-29d92ba3a869
"If not taking medicine correctly, why?",f9370248-89cc-4528-b41e-6a44bbb4708b,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Hypoglycemia episode,d7113820-5412-41d8-92f7-a6b2f6728fa0,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Hypoglycemia episode,d7113820-5412-41d8-92f7-a6b2f6728fa0,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
"If yes, timing",33572744-c4c6-4f3c-bcce-af016efc61d4,Pm,5fb7a078-d901-4191-9d62-e80f8ebcfd11
"If yes, timing",33572744-c4c6-4f3c-bcce-af016efc61d4,Am,bc35536c-f6ee-4f36-8e8d-18f7db884cd6
Patients treatment status,77a5d630-7c66-4880-94f0-b552b4e8a7d7,Break in treatment,10275692-2613-4c3a-adea-ad922dee199a
Patients treatment status,77a5d630-7c66-4880-94f0-b552b4e8a7d7,Default,01de3d31-cdc7-48da-8d6d-6409e74a452a
Patients treatment status,77a5d630-7c66-4880-94f0-b552b4e8a7d7,Treatment not breaking,f5384dac-296c-46c1-b957-294d998f6f5f
Patients treatment status,77a5d630-7c66-4880-94f0-b552b4e8a7d7,Can not calculate yet,2c93fb82-d24f-4a59-95b4-78b0eda0b926
Tobacco/Alcohol intake of previous month,2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Started alcohol,b17897c7-35cb-4662-860c-e2be21b78456
Tobacco/Alcohol intake of previous month,2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Started tobacco,5f3730d9-060d-41af-bded-4160d38c012e
Tobacco/Alcohol intake of previous month,2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Same as before,a1e8ad8d-cccc-4c49-b6c2-e74b8db75f21
Tobacco/Alcohol intake of previous month,2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Decreased,dd14086c-77ca-47d0-9593-d1a1bbfde905
Tobacco/Alcohol intake of previous month,2dec74fc-a96c-452d-acc4-47bccfbf1e3b,No tobacco,fbdd0942-cda1-42e5-9e7d-a4204184b52b
Tobacco/Alcohol intake of previous month,2dec74fc-a96c-452d-acc4-47bccfbf1e3b,Increased,f9001edc-0f9a-4eb3-949c-3238ee8adecb
Tobacco/Alcohol intake of previous month,2dec74fc-a96c-452d-acc4-47bccfbf1e3b,No alcohol intake,2739370e-a76b-4908-bd86-9fd3dad62b74
Having any side effects of drug,6b662df4-c8c9-483f-b46c-e89f98f8766f,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Having any side effects of drug,6b662df4-c8c9-483f-b46c-e89f98f8766f,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Habit,4a7fd949-ba3b-4dd3-aee1-ba44ac940150,Yes,57e20de7-10de-4391-b7ce-87b2f40d19a2
Habit,4a7fd949-ba3b-4dd3-aee1-ba44ac940150,No,f88da2e8-6ab4-44b5-b762-233485cd25f9
Habit,4a7fd949-ba3b-4dd3-aee1-ba44ac940150,NA,7efbfba4-66d1-4510-9024-aaaedf439392
Type of habit,1ab949d4-6ee4-4b0e-a82e-22a584982db8,Tobacco,8d607aa8-c8a8-4fcd-9fc7-06d83c323b3a
Type of habit,1ab949d4-6ee4-4b0e-a82e-22a584982db8,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Type of habit,1ab949d4-6ee4-4b0e-a82e-22a584982db8,Alcohol,cfa99d0a-ae0e-410f-8475-3d9d6674d8dc
Addiction,fc01f8b8-0c05-4bea-b740-c55571353272,None,8b77f487-c885-4b54-8925-153733913b10
Addiction,fc01f8b8-0c05-4bea-b740-c55571353272,Others,f3ef9337-b2d9-4e33-9a69-e7692b66f045
Addiction,fc01f8b8-0c05-4bea-b740-c55571353272,Cigarette,1dc73953-f93c-4cd8-93d7-950c1c3aaaac
Addiction,fc01f8b8-0c05-4bea-b740-c55571353272,Ganja,e22c2842-b1f0-45d9-9192-000e21b486f6
Addiction,fc01f8b8-0c05-4bea-b740-c55571353272,Tobacco,8d607aa8-c8a8-4fcd-9fc7-06d83c323b3a
Addiction,fc01f8b8-0c05-4bea-b740-c55571353272,Bidi,0e425d00-d6b4-4564-ace6-7ec6ef0e83bd
Addiction,fc01f8b8-0c05-4bea-b740-c55571353272,Alcohol,cfa99d0a-ae0e-410f-8475-3d9d6674d8dc
Type of habit,1ab949d4-6ee4-4b0e-a82e-22a584982db8,Alcohol,cfa99d0a-ae0e-410f-8475-3d9d6674d8dc
Type of habit,1ab949d4-6ee4-4b0e-a82e-22a584982db8,Tobacco,8d607aa8-c8a8-4fcd-9fc7-06d83c323b3a
Type of habit,1ab949d4-6ee4-4b0e-a82e-22a584982db8,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,None,8b77f487-c885-4b54-8925-153733913b10
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,High-risk prolifertive diabetic retinopathy,9eef6b0e-66e8-4ddc-948d-b4ac27481800
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Normal vision (Lt eye),3955a4b0-5c45-44e4-8ff7-1e11c606dd51
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Abnormal vision (Rt. eye),6efc5566-4bf5-4687-bf75-431660d3ff4a
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Normal vision (Left and Right eye),aa16ec9d-909c-42a2-bbf1-95f656cc9c87
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Moderate nonproliferative diabetic retinopathy,ccb6dbf2-fa91-4aa2-a375-e15296e761ce
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Abnormal vision (Lt. eye),3f944a3f-d72d-4085-a1dd-6a530c8e7d12
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Early prolifertive diabetic retinopathy,7f048c87-e138-4361-b589-6e434116a2e3
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Severe prolifertive diabetic retinopathy,5e3ca7cd-a454-498a-907d-cee6c9a971b1
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Mild nonproliferative diabetic retinopathy,1cc7ecf9-098b-4a54-a9d4-43ff1a3f453e
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Severe nonproliferative diabetic retinopathy,883d2a8f-7ee4-40a8-bd6a-e07b2d04acbc
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Normal vision (Rt eye),f340c218-3038-469a-8ce3-7499eacc0e60
Eye status,72700872-c2ee-4e7e-8d9c-7ba874dd34df,Clinically significant macular edema,bccf099f-cf47-4521-a2b3-cf8197f1f569
Followup teeth status,5b562ece-02c0-4979-805f-e4cea5e6dea8,Ulcer/Lesion,a6c88583-c758-435d-a458-0f620b2c70fc
Followup teeth status,5b562ece-02c0-4979-805f-e4cea5e6dea8,Gum swelling,416132ec-d498-484d-987a-a27410aaed6f
Followup teeth status,5b562ece-02c0-4979-805f-e4cea5e6dea8,Caries,17335e01-a950-456d-bbdf-b4ae62386041
Followup teeth status,5b562ece-02c0-4979-805f-e4cea5e6dea8,Normal,ec89cb1f-491b-46de-95c1-3009effa9041
Nail Status,5eec64bb-3cfb-4d9e-bd59-4e8344fd9be0,Ingrown nail,ff1710e0-66ed-4761-a383-e045a595fe56
Nail Status,5eec64bb-3cfb-4d9e-bd59-4e8344fd9be0,Abscess,5db21d9a-6ca7-4102-a72e-9e8b4f3dc3c0
Nail Status,5eec64bb-3cfb-4d9e-bd59-4e8344fd9be0,fungle infection,5f17189a-c21d-4547-92f9-e28340e24db7
Nail Status,5eec64bb-3cfb-4d9e-bd59-4e8344fd9be0,Normal,ec89cb1f-491b-46de-95c1-3009effa9041
"Radial, dorsalis pedis",5f904bfd-c71f-42f3-9ce0-c985ecd54cc6,Not equal,53c08a7b-d82e-4517-85da-2bef7c79773c
"Radial, dorsalis pedis",5f904bfd-c71f-42f3-9ce0-c985ecd54cc6,Equal,585b3af1-f6e1-498b-a762-dd227064bb36
"Radial, dorsalis pedis",5f904bfd-c71f-42f3-9ce0-c985ecd54cc6,Absent,4d6cf097-ea82-4b4d-ba8f-2bd51132f04d
Sensory charting,b9364c46-9f4b-45e3-8c49-997c5e1ce168,Sensory neuropathy,a0933188-ad82-4c3c-b292-ccc6cd1ce9ac
Sensory charting,b9364c46-9f4b-45e3-8c49-997c5e1ce168,Normal,ec89cb1f-491b-46de-95c1-3009effa9041
Foot,2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Normal,ec89cb1f-491b-46de-95c1-3009effa9041
Foot,2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Ulcer,99bbb17e-375f-46ee-bc55-a9ff1971cf5f
Foot,2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Callosities,ded8542f-d84d-4351-91ca-138b41703058
Foot,2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Cracks,d27bdeb2-9f13-4653-8951-942c00936e69
Foot,2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
ECG findings,04e08029-0676-42a4-808a-f8767fceb52c,Abnormal,6d2136fe-6561-45c0-936e-37bcb316277a
ECG findings,04e08029-0676-42a4-808a-f8767fceb52c,ECG not done,82ce9872-d147-41ef-a413-d451b8f61530
ECG findings,04e08029-0676-42a4-808a-f8767fceb52c,Normal,ec89cb1f-491b-46de-95c1-3009effa9041
Heart condition,09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Arrhythmia,19adc2c2-c535-4890-ae78-7e0564ff8947
Heart condition,09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Other heart condition,48df3bdb-28e5-4d3a-a5f9-d75fd7116606
Heart condition,09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,CHD,6c97b195-9898-4013-8619-a94bb1bd99c1
Heart condition,09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,IHD,be72a069-c521-4bd0-9b1c-49e4f2f127b7
Heart condition,09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Left ventricular hypertrophy (LVH),bb1ebc6b-1003-42c5-be9a-f52479d387f9
Heart condition,09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Heart failure,4c2d8a76-f84e-47b5-a974-860c9f860637
Urin albumin,974fac7b-1294-4e29-bc30-56444e7f3619,0,e4588a0c-c75a-4580-83d1-8fe3a20d4b00
Urin albumin,974fac7b-1294-4e29-bc30-56444e7f3619,Trace,ae92d882-9ca4-448b-9cbf-f7459548bd55
Urin albumin,974fac7b-1294-4e29-bc30-56444e7f3619,2,aa1fb88e-faa6-40ad-adb1-1e1a49d31c62
Urin albumin,974fac7b-1294-4e29-bc30-56444e7f3619,1,4340f289-e3e6-4877-97e5-278152076dde
Urin albumin,974fac7b-1294-4e29-bc30-56444e7f3619,3,f9636cd1-4dcb-4739-b378-83e9c56990e2
ECG findings,04e08029-0676-42a4-808a-f8767fceb52c,ECG not done,82ce9872-d147-41ef-a413-d451b8f61530
ECG findings,04e08029-0676-42a4-808a-f8767fceb52c,Normal,ec89cb1f-491b-46de-95c1-3009effa9041
ECG findings,04e08029-0676-42a4-808a-f8767fceb52c,Abnormal,6d2136fe-6561-45c0-936e-37bcb316277a
Sugar Control 2,1060c24d-e75a-43b0-9834-142b5961fb32,Uncontrolled,bead2101-7dc0-4106-a5aa-3023e16798f1
Sugar Control 2,1060c24d-e75a-43b0-9834-142b5961fb32,Good control,2a23cbe4-798b-4d4b-a642-9298aa126a8d
Sugar Control 2,1060c24d-e75a-43b0-9834-142b5961fb32,Not calculated,430d741d-d449-497b-8c52-21314ebad717
Sugar Control 2,1060c24d-e75a-43b0-9834-142b5961fb32,Partial controlled,7183a5b5-d084-4d57-91e6-bebfaf787c42
Sugar Control 3,e084770e-6395-488f-9488-63a0d415c9cf,Partial controlled,7183a5b5-d084-4d57-91e6-bebfaf787c42
Sugar Control 3,e084770e-6395-488f-9488-63a0d415c9cf,Not calculated,430d741d-d449-497b-8c52-21314ebad717
Sugar Control 3,e084770e-6395-488f-9488-63a0d415c9cf,Good control,2a23cbe4-798b-4d4b-a642-9298aa126a8d
Sugar Control 3,e084770e-6395-488f-9488-63a0d415c9cf,Uncontrolled,bead2101-7dc0-4106-a5aa-3023e16798f1
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Gastropathy,e17eab12-23fa-4514-a628-989074cf8ea0
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Cardiomyopathy,914b2bc6-fc13-40e8-8376-f37c9740c036
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Neuropathy,0425d34f-f8c2-4cab-bf1b-1fec69fd4e7f
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Other,798b7942-cf58-4d4e-a529-5972942e0a7e
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,MI,a7227284-3384-413c-b6a9-57c3bba2ec29
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Nepropathy,7737167f-f770-4662-ba9d-e58c223ec796
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Infection,e668ceed-92ee-4b2f-8714-72838f11264b
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Retinopathy,6f051f8d-876e-4be4-8896-374f774381c6
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,HTN,b718b8ed-f794-430f-a9e9-f7296cfb054b
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Diabetic foot,28bfec4f-5a47-4a46-9f85-6e41f731eb40
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,None,8b77f487-c885-4b54-8925-153733913b10
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,CVA (Stroke),5c0585f8-632d-4639-91f2-d08331ada0a9
Any new complications,a3d1ac72-9dde-44af-8c6f-60f5c9a58345,TB,7943642f-c96f-4de6-a470-b9cb0b45feb0
Medicine status,b7d1d14e-bd83-4b46-b087-c2bec4a27ab5,Continue same medicines,63eb4339-92a9-4a11-9767-2a8e3dc76674
Medicine status,b7d1d14e-bd83-4b46-b087-c2bec4a27ab5,Change in medicine,3cfed9a0-8e3d-4092-8af9-54313a322e9a
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Enalapril,43a75fca-4064-4cf6-b214-506c3665ea89
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Linagliptin,b3f0d313-f4de-4d12-b35b-db624c1cc35f
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,metformin,38341ce8-9797-4fc8-be7a-fed00e347d03
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,metformin SR,f8a94885-0609-4f18-ac4e-1c6a3728cce1
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,glipizide,498836b3-9f98-4070-99d5-5b20a80232d6
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,tolbutamide,1d003b60-7759-4472-a24f-5b57956a8b4c
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,glimeperide,18e18724-82bb-4867-90c3-920d1d7e3327
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,pyoglitazone,9ee73b61-99f6-4851-b1bc-4734a0c44601
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,nateglinide,9df60333-8ca4-495c-bbdd-5141f114f5f4
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Spironolactone,7ad5a4ad-2f6b-48b4-a340-ba37c513bbdd
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,gliclazide,b45199c3-0a88-4b71-9e8e-47b58a8c980c
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Aspirin,d9692956-c0b9-443c-9dbc-d51e5a04973a
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,B-complex,26d436dc-96a3-4db4-9b36-183d68094e8c
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Atorvastatin,f86acb3f-53d2-44a7-a55b-1ef91914a997
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Sitagliptin,42967a86-0842-4a82-9f86-318ec0b4732a
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Becadex (multivitamin),74182b4d-b305-4621-b0fa-2bde06295f50
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Calcium,a90a1a76-c5fe-4020-924e-0e0e9f5b0f9f
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Famotidin,ff34199b-db41-444d-828a-d30a779446fc
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Omeprazole,54323fc3-e6e7-45c8-ac2b-cabc4e2140d5
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,glibenclamide,69d02e53-7590-4dea-9249-4b1f585bd146
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,paracetamol,956c10a2-907b-429e-9ed2-4db66f1c8d70
Diabetes medicines,39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Metformin SR,6e8567b4-5887-464d-9446-4c0cd92cfdbe
