uuid,name,description,class,shortname,datatype,units,High Normal,Low Normal,synonym.1,answer.1,answer.2,answer.3,answer.4,reference-term-source,reference-term-code,reference-term-relationship
b9364c46-9f4b-45e3-8c49-997c5e1ce168,Sensory charting,,Misc,Sensory charting,Coded,,,,,,,,,,,
2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Foot,,Misc,Foot,Coded,,,,,,,,,,,
2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Foot,,Misc,Foot,Coded,,,,,,,,,,,
2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Foot,,Misc,Foot,Coded,,,,,,,,,,,
2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Foot,,Misc,Foot,Coded,,,,,,,,,,,
2bf7f201-58d9-4fe0-8d2a-a958a650cef9,Foot,,Misc,Foot,Coded,,,,,,,,,,,
9c80f8fb-784f-4a33-8c0e-ecadd372a2b5,Foot specify other,,Misc,Foot specify other,Text,,,,,,,,,,,
04e08029-0676-42a4-808a-f8767fceb52c,ECG findings,,Misc,ECG findings,Coded,,,,,,,,,,,
04e08029-0676-42a4-808a-f8767fceb52c,ECG findings,,Misc,ECG findings,Coded,,,,,,,,,,,
04e08029-0676-42a4-808a-f8767fceb52c,ECG findings,,Misc,ECG findings,Coded,,,,,,,,,,,
0ec7b8bc-1acd-4fef-b0e9-298a8d8ec1a6,ECG Upload,,Misc,ECG Upload,Image,,,,,,,,,,,
09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Heart condition,,Misc,Heart condition,Coded,,,,,,,,,,,
09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Heart condition,,Misc,Heart condition,Coded,,,,,,,,,,,
09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Heart condition,,Misc,Heart condition,Coded,,,,,,,,,,,
09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Heart condition,,Misc,Heart condition,Coded,,,,,,,,,,,
09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Heart condition,,Misc,Heart condition,Coded,,,,,,,,,,,
09101b0e-d0a1-4ba6-8f05-9d0c90e4565f,Heart condition,,Misc,Heart condition,Coded,,,,,,,,,,,
b6114ce6-41a5-44a6-9f05-e42db0ab682b,other heart condition,,Misc,other heart condition,Text,,,,,,,,,,,
6926107f-5793-4ef8-98e1-4a3cc1e2725f,RBS,,Misc,RBS,Numeric,,,,,,,,,,,
eb771b86-8c5b-461f-a9f4-4a4815ebeeb3,FBS,,Misc,FBS,Numeric,,,,,,,,,,,
6926107f-5793-4ef8-98e1-4a3cc1e2725f,RBS,,Misc,RBS,Numeric,,,,,,,,,,,
04806ab3-426b-4909-b2c0-65b590f8250c,PP2BS,,Misc,PP2BS,Numeric,,,,,,,,,,,
974fac7b-1294-4e29-bc30-56444e7f3619,Urin albumin,,Misc,Urin albumin,Coded,,,,,,,,,,,
974fac7b-1294-4e29-bc30-56444e7f3619,Urin albumin,,Misc,Urin albumin,Coded,,,,,,,,,,,
974fac7b-1294-4e29-bc30-56444e7f3619,Urin albumin,,Misc,Urin albumin,Coded,,,,,,,,,,,
974fac7b-1294-4e29-bc30-56444e7f3619,Urin albumin,,Misc,Urin albumin,Coded,,,,,,,,,,,
974fac7b-1294-4e29-bc30-56444e7f3619,Urin albumin,,Misc,Urin albumin,Coded,,,,,,,,,,,
04e08029-0676-42a4-808a-f8767fceb52c,ECG findings,,Misc,ECG findings,Coded,,,,,,,,,,,
04e08029-0676-42a4-808a-f8767fceb52c,ECG findings,,Misc,ECG findings,Coded,,,,,,,,,,,
04e08029-0676-42a4-808a-f8767fceb52c,ECG findings,,Misc,ECG findings,Coded,,,,,,,,,,,
ac6e0e0b-d71f-4a3a-9fbb-719085e49944,ECG changes,,Misc,ECG changes,Text,,,,,,,,,,,
2cea3285-928d-4635-8f01-220d51203dda,Sugar control 2 not,,Misc,Sugar control 2 not,Text,,,,,,,,,,,
1060c24d-e75a-43b0-9834-142b5961fb32,Sugar Control 2,,Misc,Sugar Control 2,Coded,,,,,,,,,,,
1060c24d-e75a-43b0-9834-142b5961fb32,Sugar Control 2,,Misc,Sugar Control 2,Coded,,,,,,,,,,,
1060c24d-e75a-43b0-9834-142b5961fb32,Sugar Control 2,,Misc,Sugar Control 2,Coded,,,,,,,,,,,
1060c24d-e75a-43b0-9834-142b5961fb32,Sugar Control 2,,Misc,Sugar Control 2,Coded,,,,,,,,,,,
8846cf0d-fd52-4721-a8dd-ccb2e4a28d12,Sugar control 3.,,Misc,Sugar control 3.,Text,,,,,,,,,,,
e084770e-6395-488f-9488-63a0d415c9cf,Sugar Control 3,,Misc,Sugar Control 3,Coded,,,,,,,,,,,
e084770e-6395-488f-9488-63a0d415c9cf,Sugar Control 3,,Misc,Sugar Control 3,Coded,,,,,,,,,,,
e084770e-6395-488f-9488-63a0d415c9cf,Sugar Control 3,,Misc,Sugar Control 3,Coded,,,,,,,,,,,
e084770e-6395-488f-9488-63a0d415c9cf,Sugar Control 3,,Misc,Sugar Control 3,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
a3d1ac72-9dde-44af-8c6f-60f5c9a58345,Any new complications,,Misc,Any new complications,Coded,,,,,,,,,,,
629ae5db-a6bb-45a6-bd8a-383fe209af95,Other complications,,Misc,Other complications,Text,,,,,,,,,,,
b7d1d14e-bd83-4b46-b087-c2bec4a27ab5,Medicine status,,Misc,Medicine status,Coded,,,,,,,,,,,
b7d1d14e-bd83-4b46-b087-c2bec4a27ab5,Medicine status,,Misc,Medicine status,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
39e2c825-b2e8-41dc-842c-4009fe5ac2bd,Diabetes medicines,,Misc,Diabetes medicines,Coded,,,,,,,,,,,
d0fbc4d4-943f-46ac-9175-3500245d2a5c,Metformin,,Misc,Metformin,Coded,,,,,,,,,,,
d0fbc4d4-943f-46ac-9175-3500245d2a5c,Metformin,,Misc,Metformin,Coded,,,,,,,,,,,
d0fbc4d4-943f-46ac-9175-3500245d2a5c,Metformin,,Misc,Metformin,Coded,,,,,,,,,,,
d0fbc4d4-943f-46ac-9175-3500245d2a5c,Metformin,,Misc,Metformin,Coded,,,,,,,,,,,
41c27748-f777-43ca-87b3-10551ed560bd,Metformin tablet for how many times a day,,Misc,Metformin tablet for how many times a day,Numeric,,,,,,,,,,,
783b44ef-be94-4f67-930e-80793adeec7b,Metformin tablet for how many days,,Misc,Metformin tablet for how many days,Numeric,,,,,,,,,,,
6e8567b4-5887-464d-9446-4c0cd92cfdbe,Metformin SR,,Misc,Metformin SR,Coded,,,,,,,,,,,
6e8567b4-5887-464d-9446-4c0cd92cfdbe,Metformin SR,,Misc,Metformin SR,Coded,,,,,,,,,,,
72f4ce6c-b533-4529-b2b4-767014fb340e,Metformin SR tablet for how many times a day,,Misc,Metformin SR tablet for how many times a day,Numeric,,,,,,,,,,,
0e91f701-58c9-46c0-ae1c-433313fe403e,Metformin SR tablet for how many days,,Misc,Metformin SR tablet for how many days,Numeric,,,,,,,,,,,
1fc97791-4ee1-4ece-952f-d7aefd740c2f,Glipizide,,Misc,Glipizide,Coded,,,,,,,,,,,
1fc97791-4ee1-4ece-952f-d7aefd740c2f,Glipizide,,Misc,Glipizide,Coded,,,,,,,,,,,
1fc97791-4ee1-4ece-952f-d7aefd740c2f,Glipizide,,Misc,Glipizide,Coded,,,,,,,,,,,
1fc97791-4ee1-4ece-952f-d7aefd740c2f,Glipizide,,Misc,Glipizide,Coded,,,,,,,,,,,
1fc97791-4ee1-4ece-952f-d7aefd740c2f,Glipizide,,Misc,Glipizide,Coded,,,,,,,,,,,
1fc97791-4ee1-4ece-952f-d7aefd740c2f,Glipizide,,Misc,Glipizide,Coded,,,,,,,,,,,
17d3ca96-f549-4889-99be-87fee2aec17f,Glipizide tablet for how many times a day,,Misc,Glipizide tablet for how many times a day,Numeric,,,,,,,,,,,
01a78d61-5cde-4b37-bb99-fdc1d58e1af1,Glipizide tablet for how many days,,Misc,Glipizide tablet for how many days,Numeric,,,,,,,,,,,
4b6fd526-bd98-4131-b642-2fabb3ead8a4,Tolbutamide,,Misc,Tolbutamide,Coded,,,,,,,,,,,
4b6fd526-bd98-4131-b642-2fabb3ead8a4,Tolbutamide,,Misc,Tolbutamide,Coded,,,,,,,,,,,
4b6fd526-bd98-4131-b642-2fabb3ead8a4,Tolbutamide,,Misc,Tolbutamide,Coded,,,,,,,,,,,
4b6fd526-bd98-4131-b642-2fabb3ead8a4,Tolbutamide,,Misc,Tolbutamide,Coded,,,,,,,,,,,
4b6fd526-bd98-4131-b642-2fabb3ead8a4,Tolbutamide,,Misc,Tolbutamide,Coded,,,,,,,,,,,
a180507a-03aa-40bb-bd52-8ba15c197737,Tolbutamide tablet for how many times a day,,Misc,Tolbutamide tablet for how many times a day,Numeric,,,,,,,,,,,
a73e120f-86b1-4cb9-9a04-4733b734c8ec,Tolbutamide tablet for how many days,,Misc,Tolbutamide tablet for how many days,Numeric,,,,,,,,,,,
7ce80a12-333c-4aee-82ab-79c94e008738,Gliclazide,,Misc,Gliclazide,Coded,,,,,,,,,,,
7ce80a12-333c-4aee-82ab-79c94e008738,Gliclazide,,Misc,Gliclazide,Coded,,,,,,,,,,,
7ce80a12-333c-4aee-82ab-79c94e008738,Gliclazide,,Misc,Gliclazide,Coded,,,,,,,,,,,
7ce80a12-333c-4aee-82ab-79c94e008738,Gliclazide,,Misc,Gliclazide,Coded,,,,,,,,,,,
7ce80a12-333c-4aee-82ab-79c94e008738,Gliclazide,,Misc,Gliclazide,Coded,,,,,,,,,,,
7ce80a12-333c-4aee-82ab-79c94e008738,Gliclazide,,Misc,Gliclazide,Coded,,,,,,,,,,,
7ce80a12-333c-4aee-82ab-79c94e008738,Gliclazide,,Misc,Gliclazide,Coded,,,,,,,,,,,
7ce80a12-333c-4aee-82ab-79c94e008738,Gliclazide,,Misc,Gliclazide,Coded,,,,,,,,,,,
6fa57b52-ab30-4ec4-be2e-4f1d324cb3a1,Gliclazide tablet for how many times a day,,Misc,Gliclazide tablet for how many times a day,Numeric,,,,,,,,,,,
77fe272b-9dd1-4593-bd91-7fbe70f6c9e4,Gliclazide tablet for how many days,,Misc,Gliclazide tablet for how many days,Numeric,,,,,,,,,,,
01fc8c9d-af91-41ce-9df1-5819acded3e9,Glibenclamide,,Misc,Glibenclamide,Coded,,,,,,,,,,,
01fc8c9d-af91-41ce-9df1-5819acded3e9,Glibenclamide,,Misc,Glibenclamide,Coded,,,,,,,,,,,
01fc8c9d-af91-41ce-9df1-5819acded3e9,Glibenclamide,,Misc,Glibenclamide,Coded,,,,,,,,,,,
01fc8c9d-af91-41ce-9df1-5819acded3e9,Glibenclamide,,Misc,Glibenclamide,Coded,,,,,,,,,,,
36cf7448-d3a6-410f-91f1-f7d8c66395dc,Glibenclamide tablet for how many times a day,,Misc,Glibenclamide tablet for how many times a day,Numeric,,,,,,,,,,,
26f7e262-0db8-4eca-8129-69db3f8b726c,Glibenclamide tablet for how many days,,Misc,Glibenclamide tablet for how many days,Numeric,,,,,,,,,,,
eb58f9d3-f7aa-43bc-ba22-aa81959e0c28,Glimeperide,,Misc,Glimeperide,Coded,,,,,,,,,,,
eb58f9d3-f7aa-43bc-ba22-aa81959e0c28,Glimeperide,,Misc,Glimeperide,Coded,,,,,,,,,,,
eb58f9d3-f7aa-43bc-ba22-aa81959e0c28,Glimeperide,,Misc,Glimeperide,Coded,,,,,,,,,,,
eb58f9d3-f7aa-43bc-ba22-aa81959e0c28,Glimeperide,,Misc,Glimeperide,Coded,,,,,,,,,,,
eb58f9d3-f7aa-43bc-ba22-aa81959e0c28,Glimeperide,,Misc,Glimeperide,Coded,,,,,,,,,,,
eb58f9d3-f7aa-43bc-ba22-aa81959e0c28,Glimeperide,,Misc,Glimeperide,Coded,,,,,,,,,,,
ec0e7aad-d67e-44c4-a6eb-a37f7ceddc59,Glimeperide tablet for how many times a day,,Misc,Glimeperide tablet for how many times a day,Numeric,,,,,,,,,,,
3c569e77-d6df-4e91-bbc0-45a4f07c208b,Glimeperide tablet for how many days,,Misc,Glimeperide tablet for how many days,Numeric,,,,,,,,,,,
893f5c62-6a60-40ce-a9e1-4184a9f3fe26,Pyoglitazone,,Misc,Pyoglitazone,Coded,,,,,,,,,,,
893f5c62-6a60-40ce-a9e1-4184a9f3fe26,Pyoglitazone,,Misc,Pyoglitazone,Coded,,,,,,,,,,,
893f5c62-6a60-40ce-a9e1-4184a9f3fe26,Pyoglitazone,,Misc,Pyoglitazone,Coded,,,,,,,,,,,
893f5c62-6a60-40ce-a9e1-4184a9f3fe26,Pyoglitazone,,Misc,Pyoglitazone,Coded,,,,,,,,,,,
8875748b-f3d0-4087-af72-829f2835a078,Pyoglitazone tablet for how many times a day,,Misc,Pyoglitazone tablet for how many times a day,Numeric,,,,,,,,,,,
8d39dc3f-2d89-4e1f-a2d9-8b7ef0881857,Pyoglitazone tablet for how many days,,Misc,Pyoglitazone tablet for how many days,Numeric,,,,,,,,,,,
ed22e195-218b-486c-9789-d0686e0c9f3f,Rosiglitazone,,Misc,Rosiglitazone,Coded,,,,,,,,,,,
ed22e195-218b-486c-9789-d0686e0c9f3f,Rosiglitazone,,Misc,Rosiglitazone,Coded,,,,,,,,,,,
ed22e195-218b-486c-9789-d0686e0c9f3f,Rosiglitazone,,Misc,Rosiglitazone,Coded,,,,,,,,,,,
ed22e195-218b-486c-9789-d0686e0c9f3f,Rosiglitazone,,Misc,Rosiglitazone,Coded,,,,,,,,,,,
1f7bca76-2e88-434d-84d4-41b66cdcba84,Rosiglitazone tablet for how many times a day,,Misc,Rosiglitazone tablet for how many times a day,Numeric,,,,,,,,,,,
9ebe6fc3-10e0-4669-b8c0-ac2c6109b223,Rosiglitazone tablet for how many days,,Misc,Rosiglitazone tablet for how many days,Numeric,,,,,,,,,,,
02ed08ca-ff74-44b0-9f59-018c2776b401,Ripaglinide,,Misc,Ripaglinide,Coded,,,,,,,,,,,
02ed08ca-ff74-44b0-9f59-018c2776b401,Ripaglinide,,Misc,Ripaglinide,Coded,,,,,,,,,,,
02ed08ca-ff74-44b0-9f59-018c2776b401,Ripaglinide,,Misc,Ripaglinide,Coded,,,,,,,,,,,
02ed08ca-ff74-44b0-9f59-018c2776b401,Ripaglinide,,Misc,Ripaglinide,Coded,,,,,,,,,,,
02ed08ca-ff74-44b0-9f59-018c2776b401,Ripaglinide,,Misc,Ripaglinide,Coded,,,,,,,,,,,
15fd7ab6-7c71-4265-b2c2-a504ace84758,Ripaglinide tablet for how many times a day,,Misc,Ripaglinide tablet for how many times a day,Numeric,,,,,,,,,,,
f5dfe184-1cd7-4193-8a54-6a90119e5254,Ripaglinide tablet for how many days,,Misc,Ripaglinide tablet for how many days,Numeric,,,,,,,,,,,
d477aa49-db1a-4e62-9a1f-def41e29adda,Nateglinide,,Misc,Nateglinide,Coded,,,,,,,,,,,
d477aa49-db1a-4e62-9a1f-def41e29adda,Nateglinide,,Misc,Nateglinide,Coded,,,,,,,,,,,
d477aa49-db1a-4e62-9a1f-def41e29adda,Nateglinide,,Misc,Nateglinide,Coded,,,,,,,,,,,
d477aa49-db1a-4e62-9a1f-def41e29adda,Nateglinide,,Misc,Nateglinide,Coded,,,,,,,,,,,
9cdc9acd-a385-4513-8652-a4ee09408c28,Nateglinide tablet for how many times a day,,Misc,Nateglinide tablet for how many times a day,Numeric,,,,,,,,,,,
4a2eae52-229d-4e15-a4eb-908303120f3e,Nateglinide tablet for how many days,,Misc,Nateglinide tablet for how many days,Numeric,,,,,,,,,,,
56d918dc-bb81-48b9-8a7d-f40794e14b96,Diabetes aspirin,,Misc,Diabetes aspirin,Coded,,,,,,,,,,,
56d918dc-bb81-48b9-8a7d-f40794e14b96,Diabetes aspirin,,Misc,Diabetes aspirin,Coded,,,,,,,,,,,
56d918dc-bb81-48b9-8a7d-f40794e14b96,Diabetes aspirin,,Misc,Diabetes aspirin,Coded,,,,,,,,,,,
56d918dc-bb81-48b9-8a7d-f40794e14b96,Diabetes aspirin,,Misc,Diabetes aspirin,Coded,,,,,,,,,,,
56d918dc-bb81-48b9-8a7d-f40794e14b96,Diabetes aspirin,,Misc,Diabetes aspirin,Coded,,,,,,,,,,,
56d918dc-bb81-48b9-8a7d-f40794e14b96,Diabetes aspirin,,Misc,Diabetes aspirin,Coded,,,,,,,,,,,
56d918dc-bb81-48b9-8a7d-f40794e14b96,Diabetes aspirin,,Misc,Diabetes aspirin,Coded,,,,,,,,,,,
56d918dc-bb81-48b9-8a7d-f40794e14b96,Diabetes aspirin,,Misc,Diabetes aspirin,Coded,,,,,,,,,,,
12f07672-2062-4c14-9a50-71b80bf4f1d2,Aspirin tablet for how many times a day,,Misc,Aspirin tablet for how many times a day,Numeric,,,,,,,,,,,
35c8047b-2a33-49ff-a784-2bbd8262c593,Aspirin tablet for how many days,,Misc,Aspirin tablet for how many days,Numeric,,,,,,,,,,,
eaec610c-2bfb-4029-b67d-ea962d7254ce,Diabetes atorvastatin,,Misc,Diabetes atorvastatin,Coded,,,,,,,,,,,
eaec610c-2bfb-4029-b67d-ea962d7254ce,Diabetes atorvastatin,,Misc,Diabetes atorvastatin,Coded,,,,,,,,,,,
eaec610c-2bfb-4029-b67d-ea962d7254ce,Diabetes atorvastatin,,Misc,Diabetes atorvastatin,Coded,,,,,,,,,,,
eaec610c-2bfb-4029-b67d-ea962d7254ce,Diabetes atorvastatin,,Misc,Diabetes atorvastatin,Coded,,,,,,,,,,,
eaec610c-2bfb-4029-b67d-ea962d7254ce,Diabetes atorvastatin,,Misc,Diabetes atorvastatin,Coded,,,,,,,,,,,
eaec610c-2bfb-4029-b67d-ea962d7254ce,Diabetes atorvastatin,,Misc,Diabetes atorvastatin,Coded,,,,,,,,,,,
eaec610c-2bfb-4029-b67d-ea962d7254ce,Diabetes atorvastatin,,Misc,Diabetes atorvastatin,Coded,,,,,,,,,,,
eaec610c-2bfb-4029-b67d-ea962d7254ce,Diabetes atorvastatin,,Misc,Diabetes atorvastatin,Coded,,,,,,,,,,,
bb565c11-6734-4fa8-b414-7f380a81505a,Atorvastatin tablet for how many times a day,,Misc,Atorvastatin tablet for how many times a day,Numeric,,,,,,,,,,,
7c8f1f32-c436-428b-bd9d-1f7ea47d010e,Atorvastatin tablet for how many days,,Misc,Atorvastatin tablet for how many days,Numeric,,,,,,,,,,,
c3ba40f2-2b52-4088-a490-7d3e0e8f6230,Diabetes enalapril,,Misc,Diabetes enalapril,Coded,,,,,,,,,,,
c3ba40f2-2b52-4088-a490-7d3e0e8f6230,Diabetes enalapril,,Misc,Diabetes enalapril,Coded,,,,,,,,,,,
c3ba40f2-2b52-4088-a490-7d3e0e8f6230,Diabetes enalapril,,Misc,Diabetes enalapril,Coded,,,,,,,,,,,
c3ba40f2-2b52-4088-a490-7d3e0e8f6230,Diabetes enalapril,,Misc,Diabetes enalapril,Coded,,,,,,,,,,,
a798eba4-1913-46c1-a7dd-a637c72b6dec,Enalapril tablet for how many times a day,,Misc,Enalapril tablet for how many times a day,Numeric,,,,,,,,,,,
6f7f693c-c892-4cc1-b40a-328b61043e84,Enalapril tablet for how many days,,Misc,Enalapril tablet for how many days,Numeric,,,,,,,,,,,
d0b906ec-8922-42fd-a6f7-53b2008db3da,Losartan,,Misc,Losartan,Coded,,,,,,,,,,,
d0b906ec-8922-42fd-a6f7-53b2008db3da,Losartan,,Misc,Losartan,Coded,,,,,,,,,,,
d0b906ec-8922-42fd-a6f7-53b2008db3da,Losartan,,Misc,Losartan,Coded,,,,,,,,,,,
d0b906ec-8922-42fd-a6f7-53b2008db3da,Losartan,,Misc,Losartan,Coded,,,,,,,,,,,
a1ed40d7-08f0-44c4-ba1e-d0f2f92986eb,Losartan tablet how many times a day,,Misc,Losartan tablet how many times a day,Numeric,,,,,,,,,,,
fd6f2d07-04f0-4a4b-b04d-402f14da636b,Losartan tablet for how many days,,Misc,Losartan tablet for how many days,Numeric,,,,,,,,,,,
8c7c621d-caed-4f7f-bd05-88645881714c,Insulin needed,,Misc,Insulin needed,Coded,,,,,,,,,,,
8c7c621d-caed-4f7f-bd05-88645881714c,Insulin needed,,Misc,Insulin needed,Coded,,,,,,,,,,,
28435511-5d28-476b-8683-22781974cc9a,Type of Insuline,,Misc,Type of Insuline,Coded,,,,,,,,,,,
28435511-5d28-476b-8683-22781974cc9a,Type of Insuline,,Misc,Type of Insuline,Coded,,,,,,,,,,,
e92e55b8-c4fe-49b7-a3d9-28c2b86c7c3a,Frequency of Insulin dose,,Misc,Frequency of Insulin dose,Coded,,,,,,,,,,,
e92e55b8-c4fe-49b7-a3d9-28c2b86c7c3a,Frequency of Insulin dose,,Misc,Frequency of Insulin dose,Coded,,,,,,,,,,,
bb9f5b14-8887-4247-8f8c-a848310e86f7,1st dose of Insuline,,Misc,1st dose of Insuline,Numeric,,,,,,,,,,,
c98962c7-ec44-407f-8d07-e4513ff09fb1,2nd dose of Insuline,,Misc,2nd dose of Insuline,Numeric,,,,,,,,,,,
a5ed1d52-4b5a-4c79-974b-0adf2bf9ccb5,B-complex Strength,,Misc,B-complex Strength,Coded,,,,,,,,,,,
8d0a9149-a1a6-4deb-89b9-dcbdfa21fa04,B-complex tablet for how times per day,,Misc,B-complex tablet for how times per day,Numeric,,,,,,,,,,,
e4fcbd27-8b23-46ba-a59e-1aed275f690b,B-complex tablet for how many days,,Misc,B-complex tablet for how many days,Numeric,,,,,,,,,,,
6e96f709-dc8e-4e10-a79f-e908a790d719,Becadex (multivitamin) Strength,,Misc,Becadex (multivitamin) Strength,Coded,,,,,,,,,,,
9b8e1c45-8286-4ad3-b20e-bfae7d3e212e,Becadex (multivitamin) tablet for how times per day,,Misc,Becadex (multivitamin) tablet for how times per day,Numeric,,,,,,,,,,,
5bd89916-3af1-4af7-a79e-9fc795a7c475,Becadex (multivitamin) tablet for how many days,,Misc,Becadex (multivitamin) tablet for how many days,Numeric,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
524abcfb-d2b0-46e4-9c18-c5c380adb862,Iron (Fersifol) Strength,,Misc,Iron (Fersifol) Strength,Coded,,,,,,,,,,,
